name,link,region,district,region_historical,elevation,coordinate_x,coordinate_y,area,population,first_mentioned
Stupné,/wiki/Stupn%C3%A9,Trenčiansky kraj,Považská Bystrica,Horné Považie,330,49.193056,18.440278,7.52,689,1416
Sučany,/wiki/Su%C4%8Dany,Žilinský kraj,Martin,Turiec,392,49.102778,18.993889,33.26,4714,1258
Sudince,/wiki/Sudince,Banskobystrický kraj,Krupina,Hont,185,48.2141,18.8742,4.09,82,1245
Súdovce,/wiki/S%C3%BAdovce,Banskobystrický kraj,Krupina,Hont,164,48.208889,18.836111,9.77,219,1244
Suchá Dolina,/wiki/Such%C3%A1_Dolina,Prešovský kraj,Prešov,Šariš,442,48.9151,21.1448,6.12,212,1330
Suchá Hora,/wiki/Such%C3%A1_Hora,Žilinský kraj,Tvrdošín,Orava,790,49.365556,19.789444,21.85,1448,1566
Suchá nad Parnou,/wiki/Such%C3%A1_nad_Parnou,Trnavský kraj,Trnava,undefined,176,48.409722,17.489722,14.38,2203,1296
Sucháň,/wiki/Such%C3%A1%C5%88,Banskobystrický kraj,Veľký Krtíš,Hont,493,48.3131,19.2222,16.33,273,1349
Suché,/wiki/Such%C3%A9,Košický kraj,Michalovce,Zemplín,142,48.765833,21.838056,7.3,407,1266
Suché Brezovo,/wiki/Such%C3%A9_Brezovo,Banskobystrický kraj,Veľký Krtíš,Novohrad,404,48.3086,19.3587,11.48,94,1573
Suchohrad,/wiki/Suchohrad,Bratislavský kraj,Malacky,Záhorie,147,48.404011,16.858689,15.41,647,1511
Sukov,/wiki/Sukov,Prešovský kraj,Medzilaborce,undefined,290,49.2182,21.8744,8.19,156,1557
Sulín,/wiki/Sul%C3%ADn,Prešovský kraj,Stará Ľubovňa,Spiš,425,49.3635,20.755,20.1,316,1600
Súlovce,/wiki/S%C3%BAlovce,Nitriansky kraj,Topoľčany,undefined,230,48.465,18.169722,12.64,515,1244
Súľov-Hradná,/wiki/S%C3%BA%C4%BEov-Hradn%C3%A1,Žilinský kraj,Bytča,Horné Považie,400,49.165,18.5884,22.95,966,1193
Sušany,/wiki/Su%C5%A1any,Banskobystrický kraj,Poltár,Malohont,219,48.4119,19.8904,12.94,435,1407
Sútor,/wiki/S%C3%BAtor,Banskobystrický kraj,Rimavská Sobota,Gemer,205,48.3517,20.122,13.26,607,1410
Svätá Mária,/wiki/Sv%C3%A4t%C3%A1_M%C3%A1ria_(okres_Trebi%C5%A1ov),Košický kraj,Trebišov,Zemplín,99,48.4325,21.8441,12.94,563,1261
Svätoplukovo,/wiki/Sv%C3%A4toplukovo,Nitriansky kraj,Nitra,Ponitrie,140,48.228889,18.053889,13.9,1342,1386
Svätuš,/wiki/Sv%C3%A4tu%C5%A1,Košický kraj,Sobrance,Zemplín,105,48.6836,22.143,3.85,108,1386
Svätuše,/wiki/Sv%C3%A4tu%C5%A1e,Košický kraj,Trebišov,Zemplín,98,48.4292,21.9194,10.16,786,1239
Svätý Anton,/wiki/Sv%C3%A4t%C3%BD_Anton_(obec),Banskobystrický kraj,Banská Štiavnica,Hont,449,48.423889,18.939444,22.63,1199,1266
Svätý Jur,/wiki/Sv%C3%A4t%C3%BD_Jur,Bratislavský kraj,Pezinok,Malokarpatský,180,48.251944,17.215556,39.87,5724,1209
Svätý Kríž,/wiki/Sv%C3%A4t%C3%BD_Kr%C3%AD%C5%BE_(okres_Liptovsk%C3%BD_Mikul%C3%A1%C5%A1),Žilinský kraj,Liptovský Mikuláš,Liptov,629,49.052139,19.534706,9.41,829,1277
Svätý Peter,/wiki/Sv%C3%A4t%C3%BD_Peter_(okres_Kom%C3%A1rno),Nitriansky kraj,Komárno,Podunajsko,138,47.8466,18.2636,34.33,2782,1332
Svederník,/wiki/Svedern%C3%ADk,Žilinský kraj,Žilina,Horné Považie,328,49.263,18.6445,11.56,1447,1321
Sverepec,/wiki/Sverepec,Trenčiansky kraj,Považská Bystrica,Horné Považie,310,49.0796311,18.4068719,6.23,1359,1321
Sveržov,/wiki/Sver%C5%BEov,Prešovský kraj,Bardejov,Horný Šariš,345,49.3359,21.1579,5.7,620,1355
Svetlice,/wiki/Svetlice,Prešovský kraj,Medzilaborce,Horný Zemplín,336,49.1706,22.0405,31.64,101,1494
Svidnička,/wiki/Svidni%C4%8Dka,Prešovský kraj,Svidník,Šariš,317,49.3843,21.5691,5.72,137,1572
Svidník,/wiki/Svidn%C3%ADk,Prešovský kraj,Svidník,Šariš,225,49.305556,21.567778,20.2,10752,1355
Svinia,/wiki/Svinia,Prešovský kraj,Prešov,Šariš,361,49.010087,21.124791,14.73,2396,1249
Svinica,/wiki/Svinica_(okres_Ko%C5%A1ice-okolie),Košický kraj,Košice-okolie,Abov,252,48.7317,21.4598,27.11,916,1276
Svinice,/wiki/Svinice,Košický kraj,Trebišov,Zemplín,100,48.4572,21.8814,5.26,220,1311
Svinná,/wiki/Svinn%C3%A1,Trenčiansky kraj,Trenčín,undefined,248,48.783333,18.15,8.6,1570,1439
Svit,/wiki/Svit_(mesto),Prešovský kraj,Poprad,Spiš,725,49.0582889,20.2024694,4.5,7923,1934
Svodín,/wiki/Svod%C3%ADn,Nitriansky kraj,Nové Zámky,undefined,193,47.9109,18.4989,53.48,2477,1156
Svrbice,/wiki/Svrbice,Nitriansky kraj,Topoľčany,Tribečsko-Inovecký,284,48.516667,17.883333,6.94,199,1268
Svrčinovec,/wiki/Svr%C4%8Dinovec,Žilinský kraj,Čadca,Kysuce,440,49.481111,18.793889,15.74,3487,1658
Šahy,/wiki/%C5%A0ahy,Nitriansky kraj,Levice,Hont,136,48.065278,18.951389,42.73,7219,1237
Šajdíkove Humence,/wiki/%C5%A0ajd%C3%ADkove_Humence,Trnavský kraj,Senica,Záhorie,190,48.65,17.266667,15.52,1112,1927
Šalgovce,/wiki/%C5%A0algovce,Nitriansky kraj,Topoľčany,undefined,255,48.5257,17.8976,8.99,516,1275
Šalgočka,/wiki/%C5%A0algo%C4%8Dka,Trnavský kraj,Galanta,undefined,151,48.333333,17.816667,4.75,467,1248
Šalov,/wiki/%C5%A0alov,Nitriansky kraj,Levice,Hont,157,48.0042,18.7073,19.04,354,1233
Šaľa,/wiki/%C5%A0a%C4%BEa,Nitriansky kraj,Šaľa,Dolné Považie,107,48.152778,17.873889,44.97,21689,1002
Šambron,/wiki/%C5%A0ambron,Prešovský kraj,Stará Ľubovňa,undefined,672,49.2256,20.7496,17.16,376,1345
Šamorín,/wiki/%C5%A0amor%C3%ADn,Trnavský kraj,Dunajská Streda,Podunajsko,126,48.026667,17.311667,44.35,13350,1287
Šamudovce,/wiki/%C5%A0amudovce,Košický kraj,Michalovce,Zemplín,108,48.7073,21.8852,4.84,653,1315
Šandal,/wiki/%C5%A0andal,Prešovský kraj,Stropkov,Prešovský kraj,260,49.185,21.6229,10.89,330,1391
Šarbov,/wiki/%C5%A0arbov,Prešovský kraj,Svidník,Šariš,440,49.4273,21.6304,8.44,16,1618
Šarišská Poruba,/wiki/%C5%A0ari%C5%A1sk%C3%A1_Poruba,Prešovský kraj,Prešov,undefined,344,49.0383,21.3876,5.99,638,1410
Šarišská Trstená,/wiki/%C5%A0ari%C5%A1sk%C3%A1_Trsten%C3%A1,Prešovský kraj,Prešov,Šariš,400,49.0871,21.385,1.85,359,1345
Šarišské Bohdanovce,/wiki/%C5%A0ari%C5%A1sk%C3%A9_Bohdanovce,Prešovský kraj,Prešov,Šariš,225,48.848,21.3171,9.36,921,1299
Šarišské Čierne,/wiki/%C5%A0ari%C5%A1sk%C3%A9_%C4%8Cierne,Prešovský kraj,Bardejov,Horný Šariš,394,49.345833,21.381944,14.02,297,1414
Šarišské Dravce,/wiki/%C5%A0ari%C5%A1sk%C3%A9_Dravce,Prešovský kraj,Sabinov,undefined,467,49.175,20.863056,9.93,1189,1295
Šarišské Jastrabie,/wiki/%C5%A0ari%C5%A1sk%C3%A9_Jastrabie,Prešovský kraj,Stará Ľubovňa,undefined,572,49.2416,20.9093,21.39,1483,1435
Šarišské Michaľany,/wiki/%C5%A0ari%C5%A1sk%C3%A9_Micha%C4%BEany,Prešovský kraj,Sabinov,Šariš,313,49.05,21.133333,9.33,2828,1248
Šarišské Sokolovce,/wiki/%C5%A0ari%C5%A1sk%C3%A9_Sokolovce,Prešovský kraj,Sabinov,undefined,415,49.105278,21.164167,12.27,590,1307
Šarišský Štiavnik,/wiki/%C5%A0ari%C5%A1sk%C3%BD_%C5%A0tiavnik,Prešovský kraj,Svidník,Šariš,229,49.2159,21.5688,5.27,278,1567
Šarkan,/wiki/%C5%A0arkan_(okres_Nov%C3%A9_Z%C3%A1mky),Nitriansky kraj,Nové Zámky,undefined,131,47.866667,18.566667,13.64,378,1247
Šarovce,/wiki/%C5%A0arovce,Nitriansky kraj,Levice,Tekov,146,48.1,18.65,25.38,1597,1245
Šašová,/wiki/%C5%A0a%C5%A1ov%C3%A1,Prešovský kraj,Bardejov,Horný Šariš,255,49.2567,21.4489,5.28,159,1352
Šaštín-Stráže,/wiki/%C5%A0a%C5%A1t%C3%ADn-Str%C3%A1%C5%BEe,Trnavský kraj,Senica,Záhorie,256,48.635,17.14,41.95,4965,1294
Šávoľ,/wiki/%C5%A0%C3%A1vo%C4%BE,Banskobystrický kraj,Lučenec,Novohrad,198,48.302222,19.82,10.86,547,1384
Šelpice,/wiki/%C5%A0elpice,Trnavský kraj,Trnava,undefined,164,48.433333,17.533333,10.17,885,1283
Šemetkovce,/wiki/%C5%A0emetkovce,Prešovský kraj,Svidník,undefined,356,49.3116,21.663,7.08,85,1572
Šemša,/wiki/%C5%A0em%C5%A1a,Košický kraj,Košice-okolie,Abov,297,48.6748,21.1139,17.17,865,1280
Šenkvice,/wiki/%C5%A0enkvice,Bratislavský kraj,Pezinok,Malokarpatský,165,48.283333,17.333333,24.81,5095,1256
Šiatorská Bukovinka,/wiki/%C5%A0iatorsk%C3%A1_Bukovinka,Banskobystrický kraj,Lučenec,Novohrad,NaN,48.186111,19.822222,21.6,298,1959
Šiba,/wiki/%C5%A0iba,Prešovský kraj,Bardejov,Horný Šariš,400,49.2308,21.2204,13.82,634,1427
Šíd,/wiki/%C5%A0%C3%ADd,Banskobystrický kraj,Lučenec,Gemer,216,48.2748,19.8801,15.24,1327,1365
Šimonovce,/wiki/%C5%A0imonovce,Banskobystrický kraj,Rimavská Sobota,Gemer,179,48.272,20.1104,7.83,562,1221
Šindliar,/wiki/%C5%A0indliar,Prešovský kraj,Prešov,undefined,493,49.0385,20.9423,11.32,540,1331
Šintava,/wiki/%C5%A0intava,Trnavský kraj,Galanta,undefined,135,48.281667,17.753611,11.56,1741,1074
Šípkov,/wiki/%C5%A0%C3%ADpkov,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,270,48.8523,18.2956,11.56,145,1295
Šípkové,/wiki/%C5%A0%C3%ADpkov%C3%A9,Trnavský kraj,Piešťany,Považie,216,48.653333,17.717222,8.3,297,1349
Širákov,/wiki/%C5%A0ir%C3%A1kov,Banskobystrický kraj,Veľký Krtíš,Hont,196,48.1491,19.1845,7.12,197,1303
Širkovce,/wiki/%C5%A0irkovce,Banskobystrický kraj,Rimavská Sobota,Gemer,183,48.291667,20.084444,17.71,977,1264
Široké,/wiki/%C5%A0irok%C3%A9,Prešovský kraj,Prešov,Šariš,514,49,20.933333,25.79,2512,1320
Šišov,/wiki/%C5%A0i%C5%A1ov,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,270,48.656047,18.18185,9.63,506,1113
Šivetice,/wiki/%C5%A0ivetice,Banskobystrický kraj,Revúca,Gemer,330,48.5816667,20.2758333,8.26,375,1262
Šmigovec,/wiki/%C5%A0migovec,Prešovský kraj,Snina,Zemplín,326,48.891389,22.317222,7.13,79,1569
Šoltýska,/wiki/%C5%A0olt%C3%BDska,Banskobystrický kraj,Poltár,Malohont,743,48.5804,19.7445,4.39,97,1796
Šoporňa,/wiki/%C5%A0opor%C5%88a,Trnavský kraj,Galanta,undefined,122,48.253056,17.814444,31.39,4154,1251
Špačince,/wiki/%C5%A0pa%C4%8Dince,Trnavský kraj,Trnava,undefined,158,48.440556,17.610833,22.1,3010,1111
Špania Dolina,/wiki/%C5%A0pania_Dolina,Banskobystrický kraj,Banská Bystrica,Horehronie,728,48.8075,19.1341,12.72,215,1254
Španie Pole,/wiki/%C5%A0panie_Pole,Banskobystrický kraj,Rimavská Sobota,Gemer,360,48.5207,20.1267,9.19,76,1301
Šrobárová,/wiki/%C5%A0rob%C3%A1rov%C3%A1,Nitriansky kraj,Komárno,Podunajsko,127,47.804,18.3251,8.39,514,1926
Štefanov,/wiki/%C5%A0tefanov,Trnavský kraj,Senica,Záhorie,187,48.6784,17.2004,22.09,1646,1392
Štefanov nad Oravou,/wiki/%C5%A0tefanov_nad_Oravou,Žilinský kraj,Tvrdošín,undefined,570,49.3573,19.5087,12.35,688,1355
Štefanová,/wiki/%C5%A0tefanov%C3%A1_(okres_Pezinok),Bratislavský kraj,Pezinok,undefined,192,48.383333,17.383333,6.72,354,1588
Štefanovce,/wiki/%C5%A0tefanovce_(okres_Pre%C5%A1ov),Prešovský kraj,Prešov,Šariš,580,49.039444,20.974722,5.25,199,1331
Štefanovce,/wiki/%C5%A0tefanovce_(okres_Vranov_nad_Top%C4%BEou),Prešovský kraj,Vranov nad Topľou,Horný Zemplín,215,48.96,21.774,8.93,107,1473
Štefanovičová,/wiki/%C5%A0tefanovi%C4%8Dov%C3%A1,Nitriansky kraj,Nitra,Západoslovenský,138,48.1856,18.0854,12.4,367,1268
Štefurov,/wiki/%C5%A0tefurov,Prešovský kraj,Svidník,undefined,230,49.176,21.5082,8.75,113,1414
Šterusy,/wiki/%C5%A0terusy,Trnavský kraj,Piešťany,Mikroregión nad Holeškou,210,48.603889,17.675278,11.08,503,1262
Štiavnické Bane,/wiki/%C5%A0tiavnick%C3%A9_Bane,Banskobystrický kraj,Banská Štiavnica,Hont,682,48.439167,18.87,10.16,820,1352
Štiavnička,/wiki/%C5%A0tiavni%C4%8Dka_(okres_Ru%C5%BEomberok),Žilinský kraj,Ružomberok,Liptov,513,49.0697,19.3428,1.91,877,1505
Štiavnik,/wiki/%C5%A0tiavnik_(obec),Žilinský kraj,Bytča,Horné Považie,387,49.243056,18.466389,55.69,4019,1439
Štitáre,/wiki/%C5%A0tit%C3%A1re,Nitriansky kraj,Nitra,undefined,244,48.3497,18.1598,7.49,1003,undefined
Štítnik,/wiki/%C5%A0t%C3%ADtnik_(okres_Ro%C5%BE%C5%88ava),Košický kraj,Rožňava,Gemer,284,48.6577,20.3651,34.54,1537,1243
Štós,/wiki/%C5%A0t%C3%B3s,Košický kraj,Košice-okolie,Abov,516,48.7101,20.7864,31.36,760,1341
Štôla,/wiki/%C5%A0t%C3%B4la,Prešovský kraj,Poprad,Spiš,840,49.0939375,20.1392497,2.56,534,1330
Štrba,/wiki/%C5%A0trba,Prešovský kraj,Poprad,Liptov,850,49.0542092,20.0785269,63.07,3483,1280
Štrkovec,/wiki/%C5%A0trkovec_(okres_Rimavsk%C3%A1_Sobota),Banskobystrický kraj,Rimavská Sobota,Gemer,169,48.3604,20.3239,4.35,376,1323
Štúrovo,/wiki/%C5%A0t%C3%BArovo,Nitriansky kraj,Nové Zámky,Podunajsko,109,47.798889,18.723333,13.44,10186,1075
Štvrtok,/wiki/%C5%A0tvrtok_(okres_Tren%C4%8D%C3%ADn),Trenčiansky kraj,Trenčín,undefined,197,48.8202,17.8819,4.08,381,1477
Štvrtok na Ostrove,/wiki/%C5%A0tvrtok_na_Ostrove,Trnavský kraj,Dunajská Streda,Žitný Ostrov,128,48.1,17.35,13.07,1725,1206
Šuja,/wiki/%C5%A0uja,Žilinský kraj,Žilina,undefined,467,49.067569,18.62835,2.42,328,1393
Šuľa,/wiki/%C5%A0u%C4%BEa,Banskobystrický kraj,Veľký Krtíš,Novohrad,284,48.354722,19.406389,11.24,66,1460
Šumiac,/wiki/%C5%A0umiac,Banskobystrický kraj,Brezno,Horehronie,880,48.84,20.129722,81.76,1268,1573
Šuňava,/wiki/%C5%A0u%C5%88ava,Prešovský kraj,Poprad,undefined,798,49.029167,20.09,26.38,1977,1298
Šurany,/wiki/%C5%A0urany,Nitriansky kraj,Nové Zámky,Mikroregión Cedron Nitrava,144,48.087222,18.186111,59.81,9659,1138
Šurianky,/wiki/%C5%A0urianky,Nitriansky kraj,Nitra,nitriansky,160,48.4246,18.0211,10.4,574,1265
Šurice,/wiki/%C5%A0urice,Banskobystrický kraj,Lučenec,Gemer,219,48.2303,19.9155,14,484,1245
Šúrovce,/wiki/%C5%A0%C3%BArovce,Trnavský kraj,Trnava,undefined,132,48.332778,17.7175,19.91,2315,1291
Šútovo,/wiki/%C5%A0%C3%BAtovo,Žilinský kraj,Martin,Turiec,448,49.151006,19.08265,16.63,512,1403
Šútovce,/wiki/%C5%A0%C3%BAtovce,Trenčiansky kraj,Prievidza,Horná Nitra,434,48.8014,18.5368,7.08,446,1315
Švábovce,/wiki/%C5%A0v%C3%A1bovce,Prešovský kraj,Poprad,Spiš,676,49.0295,20.3579,9.17,1570,1268
Švedlár,/wiki/%C5%A0vedl%C3%A1r,Košický kraj,Gelnica,Spiš,482,48.8125,20.7107,84.49,2177,1255
Švošov,/wiki/%C5%A0vo%C5%A1ov,Žilinský kraj,Ružomberok,Liptov,460,49.1251,19.1975,4.27,868,1551
Tachty,/wiki/Tachty,Banskobystrický kraj,Rimavská Sobota,Gemer,311,48.154167,19.940278,7.83,557,1290
Tajná,/wiki/Tajn%C3%A1,Nitriansky kraj,Nitra,undefined,174,48.263,18.3617,8.48,281,1075
Tajov,/wiki/Tajov,Banskobystrický kraj,Banská Bystrica,Horehronie,422,48.746283,19.070367,9.29,655,1495
Tarnov,/wiki/Tarnov,Prešovský kraj,Bardejov,383,330,49.3204,21.1697,5.84,406,1355
Tatranská Javorina,/wiki/Tatransk%C3%A1_Javorina,Prešovský kraj,Poprad,Spiš,1,49.268056,20.141389,94.04,198,1320
Tašuľa,/wiki/Ta%C5%A1u%C4%BEa,Košický kraj,Sobrance,Zemplín,104,48.6594,22.1687,6.02,183,1288
Tehla,/wiki/Tehla_(okres_Levice),Nitriansky kraj,Levice,Tekov,174,48.1849,18.3865,19.09,491,1251
Tekolďany,/wiki/Tekol%C4%8Fany,Trnavský kraj,Hlohovec,Dolné Považie,210,48.491667,17.904167,2.6,134,1310
Tekovská Breznica,/wiki/Tekovsk%C3%A1_Breznica,Banskobystrický kraj,Žarnovica,Tekov,215,48.384722,18.616944,29.81,1220,1276
Tekovské Lužany,/wiki/Tekovsk%C3%A9_Lu%C5%BEany,Nitriansky kraj,Levice,Tekov,152,48.0987,18.5402,43.94,2810,1156
Tekovské Nemce,/wiki/Tekovsk%C3%A9_Nemce,Nitriansky kraj,Zlaté Moravce,Tekov,244,48.3572,18.5312,28.5,1091,1275
Tekovský Hrádok,/wiki/Tekovsk%C3%BD_Hr%C3%A1dok,Nitriansky kraj,Levice,Tekov,154,48.1673,18.552,7.32,365,1232
Telgárt,/wiki/Telg%C3%A1rt,Banskobystrický kraj,Brezno,Horehronie,881,48.851878,20.188718,55.97,1516,1326
Telince,/wiki/Telince,Nitriansky kraj,Nitra,Tekov,162,48.2312,18.3684,6.84,427,1297
Temeš,/wiki/Teme%C5%A1,Trenčiansky kraj,Prievidza,Horná Nitra,528,48.868889,18.4775,4.27,217,1332
Teplička,/wiki/Tepli%C4%8Dka_(okres_Spi%C5%A1sk%C3%A1_Nov%C3%A1_Ves),Košický kraj,Spišská Nová Ves,Spiš,590,48.91,20.588889,7.74,1154,1328
Teplička nad Váhom,/wiki/Tepli%C4%8Dka_nad_V%C3%A1hom,Žilinský kraj,Žilina,Horné Považie,356,49.223889,18.799167,10.88,4249,1267
Tepličky,/wiki/Tepli%C4%8Dky,Trnavský kraj,Hlohovec,Dolné Považie,215,48.465833,17.852778,5.67,297,1113
Teplý Vrch,/wiki/Tepl%C3%BD_Vrch,Banskobystrický kraj,Rimavská Sobota,Gemer,214,48.470278,20.101389,5.98,278,1301
Terany,/wiki/Terany_(okres_Krupina),Banskobystrický kraj,Krupina,Hont,144,48.1792,18.8932,10.83,605,1298
Terchová,/wiki/Terchov%C3%A1,Žilinský kraj,Žilina,Severné Považie,518,49.255556,19.033333,84.54,4076,1580
Teriakovce,/wiki/Teriakovce,Prešovský kraj,Prešov,undefined,363,48.9895,21.3096,3.2,820,1385
Terňa,/wiki/Ter%C5%88a,Prešovský kraj,Prešov,Šariš,380,49.1112,21.2376,29.41,1316,1259
Tesáre,/wiki/Tes%C3%A1re,Nitriansky kraj,Topoľčany,Tribečsko-Inovecký,207,48.6019,18.0886,13.54,719,1390
Tesárske Mlyňany,/wiki/Tes%C3%A1rske_Mly%C5%88any,Nitriansky kraj,Zlaté Moravce,Tekov,165,48.352778,18.358333,18.01,1754,1075
Tešedíkovo,/wiki/Te%C5%A1ed%C3%ADkovo,Nitriansky kraj,Šaľa,Južné Slovensko,112,48.106164,17.846431,22.78,3688,1237
Tibava,/wiki/Tibava_(obec),Košický kraj,Sobrance,Zemplín,130,48.7412,22.2093,10.66,542,1282
Tichý Potok,/wiki/Tich%C3%BD_Potok,Prešovský kraj,Sabinov,undefined,527,49.1478,20.7869,62.6,322,1427
Timoradza,/wiki/Timoradza,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,235,48.8116,18.2366,10.49,516,1355
Tisinec,/wiki/Tisinec,Prešovský kraj,Stropkov,Šariš,195,49.233333,21.633333,3.76,483,1379
Tisovec,/wiki/Tisovec_(okres_Rimavsk%C3%A1_Sobota),Banskobystrický kraj,Rimavská Sobota,Malohont,411,48.680556,19.945556,123.43,4087,1334
Tlmače,/wiki/Tlma%C4%8De,Nitriansky kraj,Levice,Tekov,176,48.287778,18.531111,4.64,3520,1075
Točnica,/wiki/To%C4%8Dnica_(obec),Banskobystrický kraj,Lučenec,Novohrad,261,48.4132,19.6412,11.92,417,1467
Tokajík,/wiki/Tokaj%C3%ADk,Prešovský kraj,Stropkov,undefined,211,49.106389,21.708889,8.24,98,1430
Tomášikovo,/wiki/Tom%C3%A1%C5%A1ikovo,Trnavský kraj,Galanta,undefined,114,48.083889,17.693056,21.13,1687,1646
Tomášov,/wiki/Tom%C3%A1%C5%A1ov,Bratislavský kraj,Senec,Bratislava,128,48.146111,17.34,19.96,2599,1240
Tomášovce,/wiki/Tom%C3%A1%C5%A1ovce_(okres_Lu%C4%8Denec),Banskobystrický kraj,Lučenec,Novohrad,256,48.374722,19.6175,14.1,1348,1247
Tomášovce,/wiki/Tom%C3%A1%C5%A1ovce_(okres_Rimavsk%C3%A1_Sobota),Banskobystrický kraj,Rimavská Sobota,Gemer,184,48.3925,20.1529,6.44,176,1405
Topoľa,/wiki/Topo%C4%BEa_(okres_Snina),Prešovský kraj,Snina,Zemplín,384,49.044167,22.355833,26.38,149,1337
Topoľčany,/wiki/Topo%C4%BE%C4%8Dany,Nitriansky kraj,Topoľčany,Horná Nitra,174,48.558889,18.174167,27.58,24785,1173
Topoľčianky,/wiki/Topo%C4%BE%C4%8Dianky,Nitriansky kraj,Zlaté Moravce,Tekov,220,48.4227,18.4092,26.33,2642,1293
Topoľnica,/wiki/Topo%C4%BEnica,Trnavský kraj,Galanta,undefined,116,48.170833,17.795278,10.47,794,1307
Topoľníky,/wiki/Topo%C4%BEn%C3%ADky,Trnavský kraj,Dunajská Streda,Podunajsko,111,47.966667,17.783333,34.82,3152,1421
Topoľovka,/wiki/Topo%C4%BEovka,Prešovský kraj,Humenné,undefined,138,48.9238,21.8135,7.79,807,1479
Toporec,/wiki/Toporec,Prešovský kraj,Kežmarok,undefined,603,49.2646,20.4914,28.12,2006,1277
Tornaľa,/wiki/Torna%C4%BEa,Banskobystrický kraj,Revúca,Gemer,181,48.422222,20.330278,57.76,7114,1245
Torysa,/wiki/Torysa_(obec),Prešovský kraj,Sabinov,Šariš,420,49.16,20.8783,10.57,1546,1265
Torysky,/wiki/Torysky,Prešovský kraj,Levoča,undefined,813,49.0967,20.6764,17.72,323,1284
Tovarné,/wiki/Tovarn%C3%A9,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,140,48.912222,21.7575,7.71,986,1215
Tovarnianska Polianka,/wiki/Tovarnianska_Polianka,Prešovský kraj,Vranov nad Topľou,Horný Zemplín,140,48.8992,21.7726,4.24,115,1335
Tovarníky,/wiki/Tovarn%C3%ADky,Nitriansky kraj,Topoľčany,Tribečsko-Inovecky,182,48.571375,18.146825,5.41,1506,1172
Tôň,/wiki/T%C3%B4%C5%88,Nitriansky kraj,Komárno,Podunajsko,112,47.8043,17.839,9.5,720,1268
Trakovice,/wiki/Trakovice,Trnavský kraj,Hlohovec,Dolné Považie,150,48.439167,17.708611,11.63,1565,1275
Trávnica,/wiki/Tr%C3%A1vnica,Nitriansky kraj,Nové Zámky,undefined,130,48.13,18.33,21.15,1043,1075
Trávnik,/wiki/Tr%C3%A1vnik_(obec),Nitriansky kraj,Komárno,Podunajsko,109,47.7763,17.7984,18.62,708,1216
Trebatice,/wiki/Trebatice,Trnavský kraj,Piešťany,Považie,168,48.596667,17.752778,7.67,1359,1113
Trebejov,/wiki/Trebejov,Košický kraj,Košice-okolie,Šariš,241,48.835278,21.219444,7.67,205,1289
Trebeľovce,/wiki/Trebe%C4%BEovce,Banskobystrický kraj,Lučenec,Novohrad,187,48.2843,19.715,19.55,903,1246
Trebichava,/wiki/Trebichava,Trenčiansky kraj,Bánovce nad Bebravou,Horná Nitra,334,48.822406,18.300003,11.77,43,1396
Trebišov,/wiki/Trebi%C5%A1ov,Košický kraj,Trebišov,Zemplín,109,48.633611,21.717222,70.16,24649,1204
Trebostovo,/wiki/Trebostovo,Žilinský kraj,Martin,Turiec,470,49.0247,18.8613,13.12,592,1261
Trebušovce,/wiki/Trebu%C5%A1ovce,Banskobystrický kraj,Veľký Krtíš,Hont,163,48.116,19.2001,9.48,182,1247
Trenč,/wiki/Tren%C4%8D,Banskobystrický kraj,Lučenec,Novohrad,181,48.2237,19.5776,17.56,539,1327
Trenčianska Teplá,/wiki/Tren%C4%8Dianska_Tepl%C3%A1,Trenčiansky kraj,Trenčín,Trenčín,224,48.9332,18.1179,15.13,4244,1355
Trenčianska Turná,/wiki/Tren%C4%8Dianska_Turn%C3%A1,Trenčiansky kraj,Trenčín,Stredné Považie,227,48.85,18.019444,17.24,3485,1269
Trenčianske Bohuslavice,/wiki/Tren%C4%8Dianske_Bohuslavice,Trenčiansky kraj,Nové Mesto nad Váhom,Považie,198,48.8026,17.8581,6.41,928,1208
Trenčianske Jastrabie,/wiki/Tren%C4%8Dianske_Jastrabie,Trenčiansky kraj,Trenčín,undefined,285,48.801111,18.111667,12.25,1250,1269
Trenčianske Mitice,/wiki/Tren%C4%8Dianske_Mitice,Trenčiansky kraj,Trenčín,undefined,328,48.82,18.117778,12.84,781,1269
Trenčianske Stankovce,/wiki/Tren%C4%8Dianske_Stankovce,Trenčiansky kraj,Trenčín,Stredné Povvažie,208,48.8398,17.985,24.5,3351,1212
Trenčianske Teplice,/wiki/Tren%C4%8Dianske_Teplice,Trenčiansky kraj,Trenčín,Stredné Považie,268,48.910556,18.166111,10.45,4162,1379
Trenčín,/wiki/Tren%C4%8D%C3%ADn,Trenčiansky kraj,Trenčín (krajské mesto),Stredné Považie,217,48.894167,18.040556,82,55383,1111
Trhová Hradská,/wiki/Trhov%C3%A1_Hradsk%C3%A1,Trnavský kraj,Dunajská Streda,Podunajsko,112,47.991667,17.75,24.76,2158,1245
Trhovište,/wiki/Trhovi%C5%A1te,Košický kraj,Michalovce,Zemplín,132,48.6994,21.8052,12.56,2046,1220
